false;Setting the mode to its current value must have no effect on irrigation. ; Users must be able to set the mode. 
false;A configuration file must have the form (specified using data definition notation) shown in Figure B-7-1. ; AquaLush must detect valve and sensor failures. 
false;A configuration file must have the form (specified using data definition notation) shown in Figure B-7-1. ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;A configuration file must have the form (specified using data definition notation) shown in Figure B-7-1. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;A configuration file must have the form (specified using data definition notation) shown in Figure B-7-1. ; AquaLush must allow users to set the current time. 
false;A configuration file must have the form (specified using data definition notation) shown in Figure B-7-1. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;A configuration file must have the form (specified using data definition notation) shown in Figure B-7-1. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;A configuration file must have the form (specified using data definition notation) shown in Figure B-7-1. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;A configuration file must have the form (specified using data definition notation) shown in Figure B-7-1. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;A configuration file must have the form (specified using data definition notation) shown in Figure B-7-1. ; If a zone's zone allocation is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; AquaLush must provide reports of failed valves and sensors when requested to do so by the user. 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; the moisture level reported by its associated sensor 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; If no sensors have failed, then AquaLush must report that there are no sensor failures. 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location, how long it has been open 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; The irrigation time must specify both the days and the time of day when irrigation is to occur. 
false;"The configuration file must be named ""config.txt"" and must be placed in the same directory as the AquaLush executable program. "; If no sensors have failed, then AquaLush must report that there are no sensor failures. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; Users must be able to set the mode. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; The Web-based AquaLush simulation must represent all operational and maintenance features of the delivered product. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; A configuration file must be prepared at installation so that AquaLush can read this file to obtain its configuration at startup. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; AquaLush must make no attempt to resume an irrigation operation that may have been in progress when it was shut down. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; If a zone's critical moisture level is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; The simulation must display the simulated time and provide a means for setting the simulated time. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; In automatic-mode operation, AquaLush must begin an irrigation cycle when the current time reaches the irrigation time. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. 
false;The mode must be either manual or automatic. ; The simulated time consists of the simulated day and the simulated time of day. 
false;The mode must be either manual or automatic. ; In automatic-mode operation, AquaLush must conduct an irrigation cycle by irrigating one irrigation zone at a time and successively irrigating each zone until all have been irrigated. 
false;The mode must be either manual or automatic. ; AquaLush must detect valve and sensor failures. 
false;The mode must be either manual or automatic. ; The following data must be displayed for each valve in manual mode: Valve identifer, Valve location 
false;The mode must be either manual or automatic. ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;The mode must be either manual or automatic. ; The simulation must provide controls to alter the simulated water evaporation rate. 
false;The mode must be either manual or automatic. ; If a zone's zone allocation is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;The mode must be either manual or automatic. ; AquaLush must make no attempt to resume an irrigation operation that may have been in progress when it was shut down. 
false;The mode must be either manual or automatic. ; AquaLush must either not allow an invalid irrigation time setting or validate the new irrigation time setting. 
false;The mode must be either manual or automatic. ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; How long the valve has been open 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; In automatic-mode operation, AquaLush must conduct an irrigation cycle by irrigating one irrigation zone at a time and successively irrigating each zone until all have been irrigated. 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; AquaLush must detect valve and sensor failures. 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; AquaLush must detect valve and sensor failures. 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; The simulated time consists of the simulated day and the simulated time of day. 
false;The irrigation time must specify both the days and the time of day when irrigation is to occur. ; If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; The irrigated site must be divided into 1 to 32 irrigation zones. 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; After establishing its configuration, AquaLush must read its persistent store to restore its state. 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; AquaLush must display the following data for each manually opened valve while it is open:  its identifier, its location, how long it has been open, how much water it has used, the moisture level reported by its associated sensor 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; AquaLush must display the following data for each manually opened valve while it is open:  its identifier, its location, how long it has been open, how much water it has used, the moisture level reported by its associated sensor 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location, how long it has been open 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; AquaLush must display the total water used in manual irrigation. 
false;The irrigation days must be a subset of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; In automatic-mode operation, AquaLush must conduct an irrigation cycle by irrigating one irrigation zone at a time and successively irrigating each zone until all have been irrigated. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; The irrigation time must specify both the days and the time of day when irrigation is to occur. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; If AquaLush cannot write to its persistent store, then it must alert the user of the problem and continue operation. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; AquaLush must display the total water used in manual irrigation. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; Every minute, AquaLush must read the zone sensor. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; After establishing its configuration, AquaLush must read its persistent store to restore its state. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;The irrigation time of day must be a 24-hour-clock value in the range 0000 to 2359 (accurate to one minute). ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; The following data must be displayed for each valve in manual mode: Valve identifer, Valve location 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; The simulated time consists of the simulated day and the simulated time of day. 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; The irrigation time must specify both the days and the time of day when irrigation is to occur. 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; AquaLush must provide reports of failed valves and sensors when requested to do so by the user. 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; AquaLush must detect valve and sensor failures. 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. 
false;The water allocation must be an integer in the range 0..2^31-1 interpreted as gallons of water. ; If a zone's zone allocation is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; The Web-based AquaLush simulation must represent all operational and maintenance features of the delivered product. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; The simulation must provide means for controlling the simulation. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; Users must be able to set the mode. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; If a zone's critical moisture level is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; AquaLush must make no attempt to resume an irrigation operation that may have been in progress when it was shut down. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; AquaLush must either not allow an invalid time setting or validate the new time setting. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. ; Every minute, AquaLush must read the zone sensor. 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; AquaLush must detect valve and sensor failures. 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; How much water has been used 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; AquaLush must make no attempt to resume an irrigation operation that may have been in progress when it was shut down. 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; The simulation must provide means for controlling the simulation. 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; Every minute, AquaLush must read the zone sensor. 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; AquaLush must detect valve and sensor failures. 
false;The current day must be an element of {Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday}. ; The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; If a zone's critical moisture level is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; The simulation must display the simulated time and provide a means for setting the simulated time. 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; Users must be able to set the mode. 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; Users must be able to set the mode. 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; AquaLush must either not allow an invalid water allocation setting or validate the new water allocation setting. 
false;The current time of day must be a 24-hour-clock value in the rage 0000 to 2359 (accurate to one minute). ; If AquaLush cannot write to its persistent store, then it must alert the user of the problem and continue operation. 
false;The location may be truncated to fit user interface display constraints. ; How much water has been used 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must allow users to set the current time. 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;The location may be truncated to fit user interface display constraints. ; Every minute, AquaLush must read the zone sensor. 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;The location may be truncated to fit user interface display constraints. ; Associated sensor moisture level 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must make no attempt to resume an irrigation operation that may have been in progress when it was shut down. 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;The location may be truncated to fit user interface display constraints. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;The location may be truncated to fit user interface display constraints. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The location may be truncated to fit user interface display constraints. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must allow users to set the current time. 
false;The location may be truncated to fit user interface display constraints. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The location may be truncated to fit user interface display constraints. ; Users must be able to set the mode. 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must allow operation in either automatic or manual mode. 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location, how long it has been open 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;The location may be truncated to fit user interface display constraints. ; AquaLush must run in one of two modes: manual or automatic. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; If no sensors have failed, then AquaLush must report that there are no sensor failures. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; The irrigation time must specify both the days and the time of day when irrigation is to occur. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; the moisture level reported by its associated sensor 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; Every minute, AquaLush must read the zone sensor. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; The simulation must display the simulated time and provide a means for setting the simulated time. 
false;System parameters include the following items: Mode of operation, Irrigation time, Water allocation ; If a zone's zone allocation is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must either not allow an invalid time setting or validate the new time setting. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must run in one of two modes: manual or automatic. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; The following data must be displayed for each valve in manual mode: Valve identifer, Valve location 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must either not allow an invalid water allocation setting or validate the new water allocation setting. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; The simulation must provide means for controlling the simulation. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must allow users to set the current time. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must allow users to set the current time. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; A configuration file must be prepared at installation so that AquaLush can read this file to obtain its configuration at startup. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; The irrigation time must specify both the days and the time of day when irrigation is to occur. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; If a valve cannot be manipulated (opened or closed), then AquaLush must try to manipulate it twice more. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; The simulation must provide controls to alter the simulated water evaporation rate. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; If a valve cannot be manipulated (opened or closed), then AquaLush must try to manipulate it twice more. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; The following data must be displayed for each valve in manual mode.
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must detect valve and sensor failures. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;The length of time the valve has been open must be a military time specification in the form hhmm, where hh must be hours in the range 0..23 and mm must be minutes in the range 0..59. All four digits must always be displayed. ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; The following data must be displayed for each valve in manual mode: Valve identifer, Valve location 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; AquaLush must allow operation in either automatic or manual mode. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; A configuration file must be prepared at installation so that AquaLush can read this file to obtain its configuration at startup. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; In automatic-mode operation, AquaLush must begin an irrigation cycle when the current time reaches the irrigation time. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; The current time consists of the current day and the current time of day. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; The simulation must provide controls to alter the simulated water evaporation rate. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; AquaLush must either not allow an invalid time setting or validate the new time setting. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; Users must be able to set the mode. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; How long the valve has been open 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; In automatic-mode operation, AquaLush must conduct an irrigation cycle by irrigating one irrigation zone at a time and successively irrigating each zone until all have been irrigated. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; The current time consists of the current day and the current time of day. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; Users must be able to set the mode. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; If a zone's zone allocation is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; If AquaLush cannot read its persistent store when starting up, then it must display an error message and suspend operation. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; AquaLush must run in one of two modes: manual or automatic. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; How long the valve has been open 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; Users must be able to set the mode. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; In automatic-mode operation, AquaLush must conduct an irrigation cycle by irrigating one irrigation zone at a time and successively irrigating each zone until all have been irrigated. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; If a zone's zone allocation is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;The amount of water used by the valve must be an integer in the range 0..2^31-1 describing the water used in gallons. ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; If a valve cannot be manipulated (opened or closed), then AquaLush must try to manipulate it twice more. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; A configuration file must be prepared at installation so that AquaLush can read this file to obtain its configuration at startup. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;The associated sensor moisture level must be a moisture sensor reading in the range 0..100. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
